ssj,word,size,cont,resp,RT
vp24,zwart,small,dark,hit,563
vp25,blauw,large,bright,hit,651
vp25,zwart,large,bright,hit,604
vp25,blauw,large,bright,hit,616
vp25,oranje,large,bright,hit,615
vp25,groen,large,bright,hit,686
vp25,zwart,large,bright,hit,589
vp25,wit,large,bright,hit,653
vp25,turkoois,large,bright,hit,682
vp25,rood,large,bright,hit,626
vp25,purper,large,bright,hit,844
vp25,rood,large,bright,hit,600
vp25,oranje,large,bright,hit,515
vp25,bruin,large,bright,hit,725
vp25,turkoois,large,bright,hit,739
vp25,purper,large,bright,hit,874
vp25,bruin,large,bright,hit,710
vp25,geel,large,bright,hit,686
vp25,wit,large,bright,hit,548
vp25,groen,large,bright,hit,640
vp25,geel,large,bright,hit,607
vp25,blauw,small,bright,hit,647
vp25,purper,small,bright,hit,835
vp25,oranje,small,bright,hit,624
vp25,rood,small,bright,hit,850
vp25,wit,small,bright,hit,723
vp25,groen,small,bright,hit,689
vp25,zwart,small,bright,hit,568
vp25,turkoois,small,bright,hit,853
vp25,geel,small,bright,hit,597
vp25,blauw,small,bright,hit,554
vp25,groen,small,bright,hit,620
vp25,zwart,small,bright,hit,591
vp25,turkoois,small,bright,hit,713
vp25,wit,small,bright,hit,739
vp25,oranje,small,bright,hit,716
vp25,bruin,small,bright,hit,810
vp25,geel,small,bright,hit,655
vp25,bruin,small,bright,miss,
vp25,purper,small,bright,miss,
vp25,rood,small,bright,miss,
vp25,geel,large,dark,hit,566
vp25,oranje,large,dark,hit,662
vp25,wit,large,dark,hit,685
vp25,bruin,large,dark,hit,604
vp25,blauw,large,dark,hit,585
vp25,groen,large,dark,hit,754
vp25,groen,large,dark,hit,497
vp25,rood,large,dark,hit,655
vp25,turkoois,large,dark,hit,970
vp25,purper,large,dark,hit,839
vp25,purper,large,dark,hit,590
vp25,geel,large,dark,hit,772
vp25,turkoois,large,dark,hit,659
vp25,bruin,large,dark,hit,640
vp25,wit,large,dark,hit,540
vp25,rood,large,dark,hit,708
vp25,zwart,large,dark,hit,598
vp25,blauw,large,dark,hit,542
vp25,oranje,large,dark,hit,761
vp25,zwart,large,dark,hit,609
vp25,bruin,small,dark,hit,557
vp25,zwart,small,dark,hit,594
vp25,zwart,small,dark,hit,704
vp25,rood,small,dark,hit,593
vp25,bruin,small,dark,hit,607
vp25,geel,small,dark,hit,654
vp25,wit,small,dark,hit,654
vp25,turkoois,small,dark,hit,634
vp25,rood,small,dark,hit,549
vp25,blauw,small,dark,hit,595
vp25,oranje,small,dark,hit,551
vp25,geel,small,dark,hit,536
vp25,groen,small,dark,hit,521
vp25,blauw,small,dark,hit,486
vp25,purper,small,dark,hit,692
vp25,purper,small,dark,hit,743
vp25,groen,small,dark,hit,627
vp25,wit,small,dark,hit,641
vp25,oranje,small,dark,hit,595
vp25,turkoois,small,dark,miss,
vp26,blauw,large,bright,hit,452
vp26,wit,large,bright,hit,513
vp26,zwart,large,bright,hit,683
vp26,rood,large,bright,hit,509
vp26,wit,large,bright,hit,547
vp26,turkoois,large,bright,hit,526
vp26,turkoois,large,bright,hit,694
vp26,purper,large,bright,hit,587
vp26,groen,large,bright,hit,443
vp26,geel,large,bright,hit,510
vp26,bruin,large,bright,hit,680
vp26,oranje,large,bright,hit,643
vp26,blauw,large,bright,hit,548
vp26,purper,large,bright,hit,744
vp26,groen,large,bright,hit,587
vp26,rood,large,bright,hit,463
vp26,zwart,large,bright,hit,382
vp26,bruin,large,bright,miss,
vp26,oranje,large,bright,miss,
vp26,geel,large,bright,miss,
vp26,wit,small,bright,hit,788
vp26,wit,small,bright,hit,650
vp26,blauw,small,bright,hit,564
vp26,oranje,small,bright,hit,603
vp26,zwart,small,bright,hit,623
vp26,purper,small,bright,hit,997
vp26,rood,small,bright,hit,551
vp26,zwart,small,bright,hit,649
vp26,geel,small,bright,hit,557
vp26,geel,small,bright,hit,749
vp26,turkoois,small,bright,hit,803
vp26,blauw,small,bright,hit,582
vp26,bruin,small,bright,hit,613
vp26,purper,small,bright,hit,805
vp26,rood,small,bright,hit,665
vp26,groen,small,bright,hit,574
vp26,oranje,small,bright,hit,586
vp26,bruin,small,bright,hit,964
vp26,turkoois,small,bright,miss,
vp26,groen,small,bright,miss,
vp26,wit,large,dark,hit,490
vp26,rood,large,dark,hit,555
vp26,wit,large,dark,hit,509
vp26,groen,large,dark,hit,983
vp26,turkoois,large,dark,hit,647
vp26,groen,large,dark,hit,501
vp26,bruin,large,dark,hit,785
vp26,zwart,large,dark,hit,980
vp26,zwart,large,dark,hit,677
vp26,geel,large,dark,hit,590
vp26,oranje,large,dark,hit,599
vp26,turkoois,large,dark,hit,604
vp26,blauw,large,dark,hit,693
vp26,purper,large,dark,hit,623
vp26,geel,large,dark,hit,511
vp26,purper,large,dark,hit,617
vp26,oranje,large,dark,hit,754
vp26,blauw,large,dark,hit,463
vp26,bruin,large,dark,hit,585
vp26,rood,large,dark,miss,
vp26,blauw,small,dark,hit,645
vp26,rood,small,dark,hit,516
vp26,blauw,small,dark,hit,851
vp26,groen,small,dark,hit,746
vp26,wit,small,dark,hit,675
vp26,rood,small,dark,hit,503
vp26,wit,small,dark,hit,544
vp26,turkoois,small,dark,hit,704
vp26,geel,small,dark,hit,584
vp26,geel,small,dark,hit,498
vp26,zwart,small,dark,hit,665
vp26,bruin,small,dark,hit,717
vp26,bruin,small,dark,hit,543
vp26,zwart,small,dark,hit,473
vp26,purper,small,dark,hit,692
vp26,oranje,small,dark,hit,508
vp26,oranje,small,dark,hit,512
vp26,groen,small,dark,hit,552
vp26,turkoois,small,dark,hit,561
vp26,purper,small,dark,miss,
vp27,purper,large,bright,hit,857
vp27,zwart,large,bright,hit,628
vp27,turkoois,large,bright,hit,754
vp27,bruin,large,bright,hit,649
vp27,groen,large,bright,hit,537
vp27,bruin,large,bright,hit,602
vp27,turkoois,large,bright,hit,675
vp27,purper,large,bright,hit,672
vp27,geel,large,bright,hit,709
vp27,blauw,large,bright,hit,629
vp27,rood,large,bright,hit,605
vp27,oranje,large,bright,hit,576
vp27,blauw,large,bright,hit,595
vp27,groen,large,bright,hit,716
vp27,geel,large,bright,hit,670
vp27,oranje,large,bright,hit,566
vp27,wit,large,bright,hit,597
vp27,rood,large,bright,hit,593
vp27,wit,large,bright,hit,591
vp27,zwart,large,bright,miss,
vp27,groen,small,bright,hit,815
vp27,geel,small,bright,hit,641
vp27,zwart,small,bright,hit,671
vp27,geel,small,bright,hit,627
vp27,rood,small,bright,hit,633
vp27,zwart,small,bright,hit,786
vp27,oranje,small,bright,hit,702
vp27,turkoois,small,bright,hit,993
vp27,purper,small,bright,hit,956
vp27,groen,small,bright,hit,906
vp27,blauw,small,bright,hit,628
vp27,bruin,small,bright,hit,769
vp27,turkoois,small,bright,hit,897
vp27,bruin,small,bright,hit,817
vp27,blauw,small,bright,hit,956
vp27,rood,small,bright,hit,742
vp27,purper,small,bright,miss,
vp27,oranje,small,bright,miss,
vp27,wit,small,bright,miss,
vp27,wit,small,bright,miss,
vp27,turkoois,large,dark,hit,728
vp27,geel,large,dark,hit,694
vp27,oranje,large,dark,hit,610
vp27,bruin,large,dark,hit,706
vp27,blauw,large,dark,hit,549
vp27,wit,large,dark,hit,576
vp27,purper,large,dark,hit,663
vp27,blauw,large,dark,hit,567
vp27,bruin,large,dark,hit,674
vp27,groen,large,dark,hit,701
vp27,zwart,large,dark,hit,611
vp27,wit,large,dark,hit,625
vp27,purper,large,dark,hit,710
vp27,turkoois,large,dark,hit,793
vp27,zwart,large,dark,hit,608
vp27,groen,large,dark,hit,856
vp27,rood,large,dark,hit,518
vp27,rood,large,dark,hit,533
vp27,geel,large,dark,hit,702
vp27,oranje,large,dark,miss,
vp27,turkoois,small,dark,hit,704
vp27,blauw,small,dark,hit,720
vp27,zwart,small,dark,hit,636
vp27,purper,small,dark,hit,795
vp27,groen,small,dark,hit,920
vp27,groen,small,dark,hit,543
vp27,geel,small,dark,hit,572
vp27,blauw,small,dark,hit,785
vp27,wit,small,dark,hit,751
vp27,oranje,small,dark,hit,727
vp27,bruin,small,dark,hit,703
vp27,bruin,small,dark,hit,591
vp27,turkoois,small,dark,hit,650
vp27,rood,small,dark,hit,767
vp27,purper,small,dark,hit,687
vp27,oranje,small,dark,hit,562
vp27,wit,small,dark,hit,570
vp27,rood,small,dark,hit,536
vp27,zwart,small,dark,hit,487
vp27,geel,small,dark,miss,
vp28,rood,large,bright,hit,670
vp28,bruin,large,bright,hit,597
vp28,wit,large,bright,hit,593
vp28,geel,large,bright,hit,657
vp28,turkoois,large,bright,hit,795
vp28,groen,large,bright,hit,605
vp28,geel,large,bright,hit,634
vp28,turkoois,large,bright,hit,723
vp28,purper,large,bright,hit,612
vp28,oranje,large,bright,hit,605
vp28,blauw,large,bright,hit,495
vp28,zwart,large,bright,hit,432
vp28,oranje,large,bright,hit,479
vp28,zwart,large,bright,hit,662
vp28,bruin,large,bright,hit,549
vp28,blauw,large,bright,hit,530
vp28,groen,large,bright,hit,578
vp28,purper,large,bright,hit,596
vp28,wit,large,bright,hit,633
vp28,rood,large,bright,hit,512
vp28,blauw,small,bright,hit,574
vp28,blauw,small,bright,hit,474
vp28,zwart,small,bright,hit,693
vp28,rood,small,bright,hit,713
vp28,groen,small,bright,hit,783
vp28,oranje,small,bright,hit,630
vp28,bruin,small,bright,hit,897
vp28,turkoois,small,bright,hit,982
vp28,zwart,small,bright,hit,758
vp28,rood,small,bright,hit,987
vp28,purper,small,bright,hit,989
vp28,bruin,small,bright,hit,685
vp28,purper,small,bright,hit,910
vp28,groen,small,bright,hit,638
vp28,wit,small,bright,hit,785
vp28,wit,small,bright,hit,905
vp28,geel,small,bright,hit,676
vp28,oranje,small,bright,hit,519
vp28,turkoois,small,bright,hit,641
vp28,geel,small,bright,miss,
vp28,groen,large,dark,hit,564
vp28,purper,large,dark,hit,722
vp28,wit,large,dark,hit,453
vp28,turkoois,large,dark,hit,665
vp28,wit,large,dark,hit,624
vp28,groen,large,dark,hit,596
vp28,rood,large,dark,hit,589
vp28,rood,large,dark,hit,604
vp28,zwart,large,dark,hit,610
vp28,oranje,large,dark,hit,557
vp28,purper,large,dark,hit,519
vp28,oranje,large,dark,hit,437
vp28,blauw,large,dark,hit,534
vp28,geel,large,dark,hit,655
vp28,turkoois,large,dark,hit,679
vp28,blauw,large,dark,hit,583
vp28,zwart,large,dark,hit,522
vp28,bruin,large,dark,hit,492
vp28,geel,large,dark,hit,522
vp28,bruin,large,dark,hit,651
vp28,turkoois,small,dark,hit,585
vp28,bruin,small,dark,hit,489
vp28,bruin,small,dark,hit,453
vp28,rood,small,dark,hit,445
vp28,wit,small,dark,hit,877
vp28,purper,small,dark,hit,590
vp28,purper,small,dark,hit,566
vp28,blauw,small,dark,hit,643
vp28,wit,small,dark,hit,628
vp28,geel,small,dark,hit,565
vp28,geel,small,dark,hit,564
vp28,oranje,small,dark,hit,551
vp28,groen,small,dark,hit,529
vp28,groen,small,dark,hit,600
vp28,zwart,small,dark,hit,581
vp28,blauw,small,dark,hit,521
vp28,rood,small,dark,hit,585
vp28,turkoois,small,dark,hit,576
vp28,oranje,small,dark,hit,544
vp28,zwart,small,dark,hit,551
vp29,purper,large,bright,hit,779
vp29,zwart,large,bright,hit,474
vp29,rood,large,bright,hit,739
vp29,wit,large,bright,hit,791
vp29,turkoois,large,bright,hit,738
vp29,blauw,large,bright,hit,574
vp29,oranje,large,bright,hit,468
vp29,zwart,large,bright,hit,491
vp29,wit,large,bright,hit,546
vp29,geel,large,bright,hit,464
vp29,geel,large,bright,hit,742
vp29,wit,large,bright,hit,481
vp29,zwart,large,bright,hit,614
vp29,rood,large,bright,hit,513
vp29,purper,large,bright,hit,640
vp29,bruin,large,bright,hit,553
vp29,blauw,large,bright,hit,477
vp29,turkoois,large,bright,hit,752
vp29,groen,large,bright,hit,578
vp29,oranje,large,bright,hit,545
vp29,groen,small,bright,hit,977
vp29,purper,small,bright,hit,609
vp29,oranje,small,bright,hit,595
vp29,bruin,small,bright,hit,751
vp29,wit,small,bright,hit,719
vp29,rood,small,bright,hit,664
vp29,geel,small,bright,hit,622
vp29,blauw,small,bright,hit,695
vp29,oranje,small,bright,hit,617
vp29,geel,small,bright,hit,673
vp29,bruin,small,bright,hit,505
vp29,zwart,small,bright,hit,493
vp29,purper,small,bright,hit,540
vp29,turkoois,small,bright,hit,480
vp29,groen,small,bright,hit,853
vp29,wit,small,bright,hit,645
vp29,purper,small,bright,miss,
vp29,bruin,small,bright,miss,
vp29,turkoois,small,bright,miss,
vp29,turkoois,small,bright,miss,
vp29,groen,large,dark,hit,564
vp29,geel,large,dark,hit,495
vp29,rood,large,dark,hit,523
vp29,blauw,large,dark,hit,505
vp29,bruin,large,dark,hit,640
vp29,geel,large,dark,hit,494
vp29,turkoois,large,dark,hit,675
vp29,purper,large,dark,hit,556
vp29,purper,large,dark,hit,807
vp29,wit,large,dark,hit,429
vp29,rood,large,dark,hit,485
vp29,blauw,large,dark,hit,740
vp29,zwart,large,dark,hit,524
vp29,blauw,large,dark,hit,567
vp29,rood,large,dark,hit,507
vp29,groen,large,dark,hit,479
vp29,oranje,large,dark,hit,522
vp29,bruin,large,dark,hit,566
vp29,wit,large,dark,hit,547
vp29,zwart,large,dark,miss,
vp29,rood,small,dark,hit,699
vp29,geel,small,dark,hit,566
vp29,purper,small,dark,hit,503
vp29,zwart,small,dark,hit,549
vp29,groen,small,dark,hit,650
vp29,oranje,small,dark,hit,710
vp29,turkoois,small,dark,hit,719
vp29,blauw,small,dark,hit,600
vp29,groen,small,dark,hit,662
vp29,rood,small,dark,hit,439
vp29,zwart,small,dark,hit,699
vp29,oranje,small,dark,hit,625
vp29,wit,small,dark,hit,759
vp29,groen,small,dark,hit,518
vp29,blauw,small,dark,hit,533
vp29,bruin,small,dark,hit,770
vp29,bruin,small,dark,miss,
vp29,oranje,small,dark,miss,
vp29,turkoois,small,dark,miss,
vp29,purper,small,dark,miss,
vp31,wit,large,bright,hit,566
vp31,zwart,large,bright,hit,448
vp31,bruin,large,bright,hit,519
vp31,rood,large,bright,hit,496
vp31,oranje,large,bright,hit,515
vp31,rood,large,bright,hit,437
vp31,blauw,large,bright,hit,470
vp31,zwart,large,bright,hit,474
vp31,blauw,large,bright,hit,456
vp31,geel,large,bright,hit,470
vp31,bruin,large,bright,hit,438
vp31,purper,large,bright,hit,520
vp31,groen,large,bright,hit,418
vp31,purper,large,bright,hit,447
vp31,geel,large,bright,hit,411
vp31,oranje,large,bright,hit,545
vp31,wit,large,bright,hit,471
vp31,turkoois,large,bright,hit,594
vp31,groen,large,bright,hit,655
vp31,turkoois,large,bright,hit,522
vp31,groen,small,bright,hit,832
vp31,bruin,small,bright,hit,582
vp31,oranje,small,bright,hit,552
vp31,zwart,small,bright,hit,604
vp31,oranje,small,bright,hit,531
vp31,purper,small,bright,hit,586
vp31,rood,small,bright,hit,612
vp31,turkoois,small,bright,hit,768
vp31,bruin,small,bright,hit,541
vp31,rood,small,bright,hit,571
vp31,wit,small,bright,hit,839
vp31,wit,small,bright,hit,474
vp31,blauw,small,bright,hit,566
vp31,groen,small,bright,hit,590
vp31,turkoois,small,bright,hit,654
vp31,zwart,small,bright,hit,554
vp31,blauw,small,bright,hit,516
vp31,geel,small,bright,hit,505
vp31,geel,small,bright,miss,
vp31,purper,small,bright,miss,
vp31,groen,large,dark,hit,484
vp31,purper,large,dark,hit,566
vp31,oranje,large,dark,hit,490
vp31,geel,large,dark,hit,484
vp31,zwart,large,dark,hit,558
vp31,wit,large,dark,hit,483
vp31,blauw,large,dark,hit,429
vp31,groen,large,dark,hit,466
vp31,wit,large,dark,hit,428
vp31,purper,large,dark,hit,674
vp31,rood,large,dark,hit,487
vp31,geel,large,dark,hit,455
vp31,zwart,large,dark,hit,603
vp31,rood,large,dark,hit,393
vp31,oranje,large,dark,hit,431
vp31,blauw,large,dark,hit,477
vp31,turkoois,large,dark,hit,605
vp31,turkoois,large,dark,hit,474
vp31,bruin,large,dark,hit,475
vp31,bruin,large,dark,hit,436
vp31,geel,small,dark,hit,471
vp31,zwart,small,dark,hit,435
vp31,oranje,small,dark,hit,485
vp31,purper,small,dark,hit,542
vp31,rood,small,dark,hit,420
vp31,purper,small,dark,hit,473
vp31,groen,small,dark,hit,415
vp31,turkoois,small,dark,hit,575
vp31,bruin,small,dark,hit,529
vp31,geel,small,dark,hit,662
vp31,blauw,small,dark,hit,477
vp31,blauw,small,dark,hit,436
vp31,oranje,small,dark,hit,454
vp31,zwart,small,dark,hit,481
vp31,bruin,small,dark,hit,470
vp31,groen,small,dark,hit,468
vp31,wit,small,dark,hit,599
vp31,wit,small,dark,hit,484
vp31,turkoois,small,dark,hit,556
vp31,rood,small,dark,miss,
vp33,blauw,large,bright,hit,562
vp33,geel,large,bright,hit,534
vp33,zwart,large,bright,hit,574
vp33,rood,large,bright,hit,494
vp33,wit,large,bright,hit,611
vp33,rood,large,bright,hit,562
vp33,turkoois,large,bright,hit,655
vp33,geel,large,bright,hit,557
vp33,purper,large,bright,hit,605
vp33,bruin,large,bright,hit,568
vp33,zwart,large,bright,hit,522
vp33,turkoois,large,bright,hit,756
vp33,groen,large,bright,hit,519
vp33,wit,large,bright,hit,608
vp33,oranje,large,bright,hit,594
vp33,oranje,large,bright,hit,654
vp33,purper,large,bright,hit,695
vp33,blauw,large,bright,hit,582
vp33,bruin,large,bright,hit,470
vp33,groen,large,bright,hit,502
vp33,geel,small,bright,hit,799
vp33,bruin,small,bright,hit,858
vp33,oranje,small,bright,hit,596
vp33,turkoois,small,bright,hit,894
vp33,blauw,small,bright,hit,541
vp33,geel,small,bright,hit,650
vp33,zwart,small,bright,hit,589
vp33,wit,small,bright,hit,727
vp33,rood,small,bright,hit,615
vp33,turkoois,small,bright,hit,721
vp33,groen,small,bright,hit,682
vp33,purper,small,bright,hit,670
vp33,oranje,small,bright,hit,627
vp33,zwart,small,bright,hit,822
vp33,purper,small,bright,hit,641
vp33,groen,small,bright,hit,679
vp33,rood,small,bright,hit,768
vp33,wit,small,bright,hit,736
vp33,blauw,small,bright,hit,676
vp33,bruin,small,bright,miss,
vp33,zwart,large,dark,hit,766
vp33,purper,large,dark,hit,575
vp33,wit,large,dark,hit,539
vp33,rood,large,dark,hit,855
vp33,bruin,large,dark,hit,554
vp33,blauw,large,dark,hit,536
vp33,purper,large,dark,hit,597
vp33,turkoois,large,dark,hit,680
vp33,rood,large,dark,hit,506
vp33,blauw,large,dark,hit,522
vp33,geel,large,dark,hit,491
vp33,turkoois,large,dark,hit,595
vp33,bruin,large,dark,hit,495
vp33,oranje,large,dark,hit,563
vp33,groen,large,dark,hit,543
vp33,zwart,large,dark,hit,633
vp33,groen,large,dark,hit,440
vp33,wit,large,dark,hit,545
vp33,geel,large,dark,hit,539
vp33,oranje,large,dark,hit,522
vp33,groen,small,dark,hit,589
vp33,purper,small,dark,hit,728
vp33,purper,small,dark,hit,549
vp33,rood,small,dark,hit,602
vp33,blauw,small,dark,hit,928
vp33,blauw,small,dark,hit,541
vp33,groen,small,dark,hit,495
vp33,turkoois,small,dark,hit,620
vp33,geel,small,dark,hit,595
vp33,oranje,small,dark,hit,564
vp33,zwart,small,dark,hit,673
vp33,wit,small,dark,hit,565
vp33,geel,small,dark,hit,526
vp33,rood,small,dark,hit,564
vp33,bruin,small,dark,hit,649
vp33,bruin,small,dark,hit,642
vp33,oranje,small,dark,hit,686
vp33,zwart,small,dark,hit,572
vp33,turkoois,small,dark,hit,625
vp33,wit,small,dark,hit,743
vp34,oranje,large,bright,hit,682
vp34,groen,large,bright,hit,571
vp34,purper,large,bright,hit,656
vp34,blauw,large,bright,hit,536
vp34,zwart,large,bright,hit,552
vp34,geel,large,bright,hit,511
vp34,wit,large,bright,hit,659
vp34,zwart,large,bright,hit,495
vp34,bruin,large,bright,hit,850
vp34,turkoois,large,bright,hit,920
vp34,groen,large,bright,hit,692
vp34,blauw,large,bright,hit,720
vp34,geel,large,bright,hit,615
vp34,turkoois,large,bright,hit,717
vp34,oranje,large,bright,hit,590
vp34,purper,large,bright,hit,665
vp34,wit,large,bright,hit,544
vp34,bruin,large,bright,hit,623
vp34,rood,large,bright,hit,838
vp34,rood,large,bright,hit,784
vp34,rood,small,bright,hit,824
vp34,zwart,small,bright,hit,668
vp34,groen,small,bright,hit,669
vp34,bruin,small,bright,hit,892
vp34,wit,small,bright,hit,728
vp34,zwart,small,bright,hit,615
vp34,oranje,small,bright,hit,568
vp34,rood,small,bright,hit,562
vp34,turkoois,small,bright,hit,796
vp34,blauw,small,bright,hit,630
vp34,geel,small,bright,hit,704
vp34,bruin,small,bright,hit,742
vp34,oranje,small,bright,hit,778
vp34,blauw,small,bright,hit,774
vp34,purper,small,bright,hit,682
vp34,wit,small,bright,hit,863
vp34,groen,small,bright,miss,
vp34,geel,small,bright,miss,
vp34,turkoois,small,bright,miss,
vp34,purper,small,bright,miss,
vp34,blauw,large,dark,hit,551
vp34,geel,large,dark,hit,593
vp34,wit,large,dark,hit,627
vp34,bruin,large,dark,hit,578
vp34,rood,large,dark,hit,495
vp34,geel,large,dark,hit,552
vp34,wit,large,dark,hit,619
vp34,turkoois,large,dark,hit,723
vp34,zwart,large,dark,hit,518
vp34,groen,large,dark,hit,601
vp34,blauw,large,dark,hit,624
vp34,turkoois,large,dark,hit,619
vp34,oranje,large,dark,hit,599
vp34,rood,large,dark,hit,726
vp34,groen,large,dark,hit,605
vp34,oranje,large,dark,hit,953
vp34,bruin,large,dark,hit,533
vp34,purper,large,dark,hit,716
vp34,purper,large,dark,miss,
vp34,zwart,large,dark,miss,
vp34,oranje,small,dark,hit,686
vp34,groen,small,dark,hit,595
vp34,rood,small,dark,hit,493
vp34,blauw,small,dark,hit,589
vp34,turkoois,small,dark,hit,866
vp34,geel,small,dark,hit,588
vp34,zwart,small,dark,hit,851
vp34,blauw,small,dark,hit,532
vp34,turkoois,small,dark,hit,620
vp34,rood,small,dark,hit,724
vp34,zwart,small,dark,hit,561
vp34,purper,small,dark,hit,823
vp34,groen,small,dark,hit,670
vp34,bruin,small,dark,hit,561
vp34,geel,small,dark,hit,589
vp34,wit,small,dark,hit,626
vp34,oranje,small,dark,hit,581
vp34,wit,small,dark,hit,666
vp34,purper,small,dark,hit,880
